lootid,score,rare
7404,3668,3267
2511,3669,3268
7116,3669,3269
7361,3670,3270
534,3671,3271
3218,3671,3272
3424,3671,3273
2813,3672,3274
3921,3672,3275
6226,3673,3276
1143,3674,3277
4707,3674,3278
4720,3674,3279
5639,3674,3280
5836,3674,3281
6423,3674,3282
849,3675,3283
2153,3675,3284
6671,3675,3285
5089,3676,3286
947,3677,3287
7606,3678,3288
4533,3679,3289
4108,3680,3290
5535,3680,3291
1294,3681,3292
1512,3681,3293
2788,3681,3294
3417,3681,3295
6269,3681,3296
7845,3681,3297
1059,3682,3298
3818,3682,3299
2742,3683,3300
5524,3683,3301
7343,3683,3302
7485,3683,3303
852,3684,3304
2176,3684,3305
3509,3684,3306
4396,3684,3307
6797,3684,3308
4881,3685,3309
7586,3685,3310
7659,3685,3311
7569,3686,3312
4060,3688,3313
652,3689,3314
979,3689,3315
1935,3689,3316
4466,3689,3317
2441,3690,3318
2830,3691,3319
3013,3691,3320
4496,3691,3321
3707,3692,3322
5909,3692,3323
4275,3694,3324
4094,3696,3325
997,3697,3326
2273,3697,3327
2438,3697,3328
2456,3697,3329
1045,3698,3330
1352,3698,3331
3500,3698,3332
264,3699,3333
1399,3699,3334
1707,3699,3335
2614,3699,3336
6559,3700,3337
7078,3700,3338
2847,3701,3339
5578,3701,3340
3234,3702,3341
5621,3702,3342
7141,3702,3343
3447,3703,3344
6743,3703,3345
3431,3705,3346
4599,3705,3347
1321,3706,3348
3749,3706,3349
4212,3706,3350
4990,3706,3351
7444,3706,3352
7704,3706,3353
55,3707,3354
1401,3707,3355
2739,3707,3356
4399,3707,3357
6430,3707,3358
1306,3708,3359
1572,3708,3360
6148,3708,3361
6536,3708,3362
272,3709,3363
889,3709,3364
2737,3709,3365
5659,3709,3366
3775,3710,3367
1395,3711,3368
5232,3711,3369
6528,3711,3370
423,3712,3371
1613,3712,3372
1846,3712,3373
6652,3712,3374
2658,3713,3375
6336,3713,3376
5143,3714,3377
6951,3714,3378
7643,3714,3379
7031,3715,3380
715,3716,3381
2811,3716,3382
4727,3716,3383
1409,3717,3384
2297,3718,3385
2414,3718,3386
2913,3718,3387
5832,3718,3388
6438,3718,3389
721,3720,3390
4770,3720,3391
6295,3721,3392
4306,3722,3393
4432,3722,3394
177,3723,3395
1075,3723,3396
1116,3724,3397
7612,3724,3398
1354,3725,3399
3318,3725,3400
6195,3725,3401
6972,3725,3402
387,3726,3403
1523,3726,3404
6703,3726,3405
2229,3727,3406
7274,3727,3407
3251,3728,3408
6078,3728,3409
1757,3729,3410
2674,3729,3411
7996,3729,3412
1235,3731,3413
3798,3731,3414
6519,3733,3415
7542,3733,3416
20,3734,3417
126,3734,3418
740,3734,3419
1866,3734,3420
2693,3734,3421
6540,3734,3422
6952,3734,3423
1494,3735,3424
1027,3736,3425
1055,3736,3426
2067,3736,3427
3096,3736,3428
4049,3736,3429
2278,3737,3430
2983,3737,3431
5874,3737,3432
6387,3737,3433
1991,3739,3434
3173,3739,3435
6639,3739,3436
3113,3740,3437
3181,3740,3438
7279,3740,3439
2988,3741,3440
6804,3741,3441
7616,3741,3442
214,3742,3443
548,3742,3444
1320,3743,3445
630,3744,3446
3556,3744,3447
6340,3744,3448
635,3745,3449
2956,3747,3450
7810,3748,3451
688,3750,3452
4382,3750,3453
5477,3750,3454
2954,3751,3455
5876,3751,3456
6802,3751,3457
430,3752,3458
1249,3752,3459
2129,3752,3460
4168,3752,3461
5808,3753,3462
7016,3753,3463
3945,3754,3464
4322,3755,3465
5709,3755,3466
5965,3755,3467
5875,3756,3468
118,3758,3469
5827,3758,3470
716,3759,3471
3621,3759,3472
7093,3760,3473
1998,3761,3474
3145,3761,3475
4282,3761,3476
4891,3761,3477
6308,3761,3478
6795,3761,3479
2886,3762,3480
3837,3762,3481
6836,3762,3482
7017,3762,3483
7139,3762,3484
3064,3763,3485
6782,3763,3486
2672,3764,3487
164,3765,3488
6189,3765,3489
494,3766,3490
539,3766,3491
3071,3767,3492
6620,3767,3493
7441,3767,3494
4837,3768,3495
1028,3769,3496
751,3770,3497
4442,3772,3498
7253,3772,3499
7609,3772,3500
2996,3773,3501
3992,3773,3502
5558,3773,3503
5948,3773,3504
6260,3773,3505
2517,3774,3506
3322,3774,3507
4797,3774,3508
1524,3775,3509
3094,3775,3510
3784,3775,3511
3849,3775,3512
4016,3775,3513
7182,3775,3514
1025,3776,3515
1269,3776,3516
4258,3776,3517
4627,3776,3518
5484,3776,3519
1855,3777,3520
5482,3777,3521
4210,3778,3522
5443,3778,3523
6741,3778,3524
544,3780,3525
6409,3780,3526
6942,3780,3527
7210,3781,3528
306,3782,3529
4772,3782,3530
431,3783,3531
4932,3783,3532
7081,3783,3533
5333,3784,3534
5792,3785,3535
1243,3786,3536
3188,3786,3537
674,3789,3538
722,3789,3539
3791,3789,3540
3806,3789,3541
5899,3789,3542
2729,3790,3543
5162,3790,3544
6525,3790,3545
6800,3790,3546
419,3791,3547
5745,3791,3548
6369,3791,3549
6982,3791,3550
7869,3791,3551
1639,3792,3552
6460,3793,3553
6527,3793,3554
100,3794,3555
3211,3794,3556
3425,3794,3557
3547,3794,3558
6431,3794,3559
1331,3795,3560
4859,3795,3561
6343,3795,3562
7299,3795,3563
6793,3796,3564
3119,3797,3565
3205,3797,3566
5551,3797,3567
7526,3797,3568
671,3798,3569
5242,3798,3570
5463,3798,3571
6323,3798,3572
8,3799,3573
3023,3799,3574
2555,3800,3575
4113,3800,3576
5711,3800,3577
6927,3801,3578
2249,3802,3579
4523,3803,3580
6027,3804,3581
436,3805,3582
2979,3805,3583
6192,3806,3584
6577,3806,3585
3877,3807,3586
660,3808,3587
1890,3808,3588
2500,3808,3589
4253,3808,3590
4694,3808,3591
4795,3809,3592
5669,3809,3593
7935,3809,3594
6053,3810,3595
3199,3811,3596
7126,3811,3597
5342,3812,3598
2258,3813,3599
5267,3813,3600
6184,3814,3601
5009,3815,3602
700,3816,3603
4224,3816,3604
3385,3817,3605
3835,3817,3606
6546,3817,3607
1081,3818,3608
4348,3818,3609
7944,3818,3610
1673,3819,3611
1597,3820,3612
2662,3820,3613
2393,3821,3614
2708,3821,3615
4463,3821,3616
197,3822,3617
1517,3822,3618
2704,3822,3619
3491,3822,3620
1539,3823,3621
3237,3823,3622
259,3824,3623
4314,3824,3624
7451,3824,3625
3230,3825,3626
6061,3825,3627
5273,3827,3628
6327,3827,3629
6345,3828,3630
2172,3829,3631
6618,3829,3632
209,3830,3633
4390,3830,3634
6099,3830,3635
7427,3830,3636
6271,3831,3637
7823,3831,3638
4386,3832,3639
5472,3832,3640
769,3833,3641
2000,3833,3642
2130,3833,3643
2404,3833,3644
7948,3834,3645
894,3835,3646
2279,3835,3647
2756,3835,3648
3568,3836,3649
4634,3836,3650
7549,3836,3651
7638,3836,3652
47,3837,3653
4434,3837,3654
5441,3837,3655
4033,3838,3656
6900,3838,3657
408,3839,3658
3273,3839,3659
5870,3839,3660
6258,3839,3661
7251,3839,3662
1743,3842,3663
3197,3842,3664
7849,3842,3665
267,3843,3666
2487,3843,3667
2757,3843,3668
2763,3843,3669
6875,3843,3670
1083,3845,3671
1378,3845,3672
1421,3845,3673
1551,3845,3674
2406,3845,3675
2667,3845,3676
3751,3845,3677
4973,3845,3678
307,3846,3679
1254,3846,3680
1865,3846,3681
2678,3846,3682
4513,3846,3683
417,3847,3684
6599,3847,3685
7413,3847,3686
7646,3847,3687
2086,3848,3688
3566,3848,3689
184,3850,3690
2911,3850,3691
7518,3850,3692
820,3851,3693
1339,3851,3694
1795,3851,3695
4546,3851,3696
5070,3851,3697
5240,3852,3698
2355,3853,3699
4246,3853,3700
4611,3853,3701
5357,3853,3702
5385,3853,3703
1755,3854,3704
728,3855,3705
983,3855,3706
3091,3855,3707
4102,3855,3708
4959,3855,3709
6212,3855,3710
233,3856,3711
1063,3856,3712
3565,3856,3713
7055,3856,3714
672,3857,3715
3803,3857,3716
3880,3858,3717
4039,3858,3718
4643,3858,3719
5623,3859,3720
1316,3860,3721
2398,3860,3722
4759,3860,3723
5749,3860,3724
5592,3861,3725
6101,3861,3726
482,3862,3727
1191,3862,3728
356,3863,3729
1443,3863,3730
2228,3863,3731
2563,3863,3732
7837,3863,3733
7979,3864,3734
1384,3865,3735
2429,3865,3736
2967,3865,3737
3826,3865,3738
4569,3865,3739
4194,3866,3740
6169,3866,3741
2702,3867,3742
6097,3867,3743
6991,3867,3744
7769,3867,3745
7633,3868,3746
189,3869,3747
3836,3869,3748
3983,3869,3749
7525,3869,3750
1843,3870,3751
3664,3870,3752
3847,3870,3753
7010,3870,3754
1977,3872,3755
3855,3872,3756
5432,3872,3757
2037,3873,3758
3320,3873,3759
6970,3874,3760
6426,3875,3761
2399,3876,3762
3878,3876,3763
911,3877,3764
1258,3877,3765
2166,3877,3766
3089,3877,3767
4877,3877,3768
4937,3877,3769
2107,3878,3770
5733,3878,3771
7111,3878,3772
7958,3878,3773
158,3879,3774
5152,3879,3775
5630,3879,3776
2711,3880,3777
7307,3880,3778
3357,3881,3779
5132,3881,3780
112,3882,3781
597,3882,3782
3653,3882,3783
6070,3883,3784
7626,3883,3785
7713,3883,3786
389,3885,3787
712,3885,3788
4810,3885,3789
1690,3887,3790
2189,3887,3791
5695,3887,3792
5784,3887,3793
6278,3887,3794
2271,3888,3795
4696,3888,3796
7148,3888,3797
7981,3888,3798
5841,3889,3799
97,3890,3800
1295,3890,3801
5970,3890,3802
278,3891,3803
2179,3891,3804
3126,3891,3805
7770,3891,3806
2849,3892,3807
5318,3892,3808
2840,3893,3809
4487,3893,3810
5886,3893,3811
117,3894,3812
646,3894,3813
2396,3894,3814
1484,3896,3815
51,3897,3816
7302,3897,3817
2595,3898,3818
3266,3898,3819
3827,3898,3820
5346,3898,3821
6414,3898,3822
7628,3898,3823
7772,3899,3824
2186,3900,3825
2855,3900,3826
6136,3900,3827
43,3901,3828
1259,3901,3829
3212,3901,3830
3394,3901,3831
3720,3901,3832
4219,3901,3833
4284,3901,3834
7602,3901,3835
1110,3902,3836
4413,3902,3837
5461,3902,3838
6272,3902,3839
6704,3902,3840
1084,3903,3841
2513,3903,3842
6166,3903,3843
508,3904,3844
984,3904,3845
2049,3905,3846
4539,3905,3847
5608,3905,3848
7739,3905,3849
1442,3906,3850
2525,3906,3851
7795,3906,3852
7807,3906,3853
2933,3907,3854
5225,3907,3855
6629,3907,3856
1822,3908,3857
5526,3908,3858
116,3909,3859
2154,3909,3860
3191,3910,3861
3551,3910,3862
618,3911,3863
3875,3911,3864
5898,3911,3865
7242,3911,3866
574,3912,3867
575,3912,3868
3832,3912,3869
7477,3912,3870
3771,3913,3871
6394,3913,3872
67,3914,3873
4264,3914,3874
1820,3915,3875
2347,3915,3876
4364,3915,3877
4896,3915,3878
5314,3915,3879
7715,3915,3880
7814,3915,3881
1136,3916,3882
1304,3916,3883
3283,3916,3884
4256,3917,3885
7424,3918,3886
211,3919,3887
567,3919,3888
6389,3919,3889
6790,3919,3890
7571,3919,3891
2626,3920,3892
2976,3920,3893
3062,3920,3894
4412,3920,3895
6162,3921,3896
928,3922,3897
2364,3922,3898
4559,3922,3899
2907,3923,3900
1746,3924,3901
2007,3924,3902
5923,3924,3903
6944,3924,3904
7898,3924,3905
3192,3925,3906
3296,3925,3907
7074,3925,3908
7333,3925,3909
7410,3925,3910
274,3926,3911
920,3926,3912
4614,3926,3913
4741,3926,3914
5519,3926,3915
5657,3926,3916
1392,3927,3917
4767,3927,3918
5280,3927,3919
5544,3927,3920
489,3928,3921
1885,3928,3922
5710,3928,3923
7934,3928,3924
862,3929,3925
7440,3929,3926
130,3930,3927
7013,3930,3928
2532,3931,3929
5366,3931,3930
6685,3931,3931
6755,3931,3932
7977,3931,3933
7095,3932,3934
7835,3933,3935
2587,3934,3936
2938,3934,3937
4278,3934,3938
4753,3934,3939
5927,3934,3940
218,3935,3941
334,3935,3942
706,3935,3943
1594,3935,3944
4296,3935,3945
1861,3936,3946
3612,3936,3947
4979,3936,3948
6346,3936,3949
2615,3937,3950
3253,3937,3951
4207,3937,3952
5943,3937,3953
1332,3938,3954
3245,3938,3955
6305,3938,3956
377,3939,3957
450,3939,3958
833,3939,3959
1626,3939,3960
7719,3940,3961
2109,3941,3962
3380,3941,3963
6995,3941,3964
4630,3942,3965
5681,3942,3966
7129,3942,3967
1278,3943,3968
1955,3943,3969
3959,3943,3970
7293,3943,3971
7432,3943,3972
3359,3944,3973
1609,3945,3974
2240,3945,3975
2401,3945,3976
3327,3945,3977
4083,3945,3978
4922,3945,3979
5846,3945,3980
5967,3945,3981
4629,3946,3982
5260,3946,3983
6567,3946,3984
6595,3946,3985
1176,3949,3986
2789,3949,3987
4483,3949,3988
5915,3949,3989
7669,3949,3990
626,3950,3991
810,3950,3992
1330,3950,3993
856,3951,3994
1416,3951,3995
4006,3951,3996
5736,3951,3997
6217,3951,3998
6457,3951,3999
6726,3951,4000
6981,3951,4001
7854,3951,4002
2343,3952,4003
7829,3952,4004
1377,3953,4005
2746,3953,4006
3037,3953,4007
7191,3953,4008
2738,3954,4009
4661,3954,4010
5036,3954,4011
622,3955,4012
3141,3955,4013
801,3956,4014
2248,3956,4015
3338,3956,4016
6180,3956,4017
7514,3956,4018
4109,3957,4019
7039,3957,4020
1620,3958,4021
2574,3958,4022
5098,3958,4023
5395,3958,4024
6211,3958,4025
6907,3958,4026
4068,3959,4027
4944,3959,4028
3711,3960,4029
6140,3960,4030
6370,3960,4031
6655,3960,4032
7637,3960,4033
7954,3960,4034
2785,3961,4035
3725,3961,4036
6496,3961,4037
6657,3961,4038
7155,3961,4039
6466,3962,4040
2474,3963,4041
7510,3963,4042
3755,3964,4043
5552,3964,4044
4839,3965,4045
6378,3965,4046
6603,3965,4047
1406,3966,4048
1733,3966,4049
2102,3966,4050
3189,3966,4051
3594,3966,4052
5936,3966,4053
7531,3966,4054
3300,3967,4055
3543,3967,4056
4120,3967,4057
6886,3967,4058
1470,3968,4059
2177,3968,4060
4005,3968,4061
5337,3968,4062
5622,3968,4063
2263,3969,4064
2092,3971,4065
3627,3971,4066
6209,3971,4067
6771,3971,4068
1488,3972,4069
3128,3972,4070
3452,3972,4071
1276,3973,4072
1993,3973,4073
2403,3973,4074
4058,3973,4075
7857,3973,4076
36,3974,4077
4017,3974,4078
4556,3974,4079
4743,3974,4080
5539,3974,4081
5601,3974,4082
756,3975,4083
5847,3975,4084
6760,3975,4085
1883,3976,4086
2074,3976,4087
3079,3976,4088
3371,3976,4089
3418,3976,4090
6383,3976,4091
6515,3976,4092
6830,3977,4093
7194,3977,4094
2767,3978,4095
5683,3978,4096
6312,3978,4097
6604,3978,4098
7874,3978,4099
659,3979,4100
2630,3979,4101
3822,3979,4102
3931,3979,4103
4491,3979,4104
5982,3979,4105
7915,3979,4106
7916,3979,4107
2781,3980,4108
3659,3980,4109
3987,3980,4110
6974,3980,4111
7802,3980,4112
4470,3981,4113
5297,3981,4114
5747,3981,4115
5997,3981,4116
563,3982,4117
2434,3982,4118
6366,3982,4119
6687,3982,4120
2233,3983,4121
2783,3983,4122
2794,3983,4123
3161,3983,4124
3341,3983,4125
1954,3984,4126
2861,3984,4127
3111,3984,4128
5212,3984,4129
7273,3984,4130
990,3985,4131
1515,3985,4132
1574,3985,4133
2707,3985,4134
5550,3985,4135
6154,3985,4136
2059,3986,4137
3697,3986,4138
6418,3986,4139
3654,3987,4140
6332,3987,4141
7094,3987,4142
7983,3987,4143
7767,3989,4144
1728,3990,4145
3682,3990,4146
4294,3990,4147
3304,3991,4148
3585,3991,4149
6293,3991,4150
7097,3991,4151
7725,3991,4152
1050,3992,4153
3136,3992,4154
4152,3992,4155
5316,3992,4156
3706,3993,4157
4452,3993,4158
7879,3993,4159
1881,3994,4160
2315,3994,4161
3072,3994,4162
3170,3994,4163
153,3995,4164
5453,3995,4165
5987,3995,4166
6883,3995,4167
2872,3996,4168
4189,3996,4169
6119,3996,4170
6167,3996,4171
7231,3996,4172
144,3997,4173
2252,3997,4174
3530,3997,4175
4764,3997,4176
4898,3998,4177
6805,3998,4178
870,3999,4179
651,4000,4180
963,4000,4181
2455,4000,4182
6693,4000,4183
6987,4000,4184
232,4001,4185
703,4001,4186
5960,4001,4187
7290,4001,4188
7925,4001,4189
1001,4002,4190
1864,4002,4191
5798,4002,4192
2405,4003,4193
5246,4003,4194
5834,4003,4195
6041,4003,4196
244,4004,4197
5104,4004,4198
6300,4004,4199
6503,4004,4200
2878,4005,4201
3464,4005,4202
3925,4005,4203
5050,4005,4204
5124,4005,4205
5658,4005,4206
4061,4006,4207
3742,4007,4208
119,4008,4209
3833,4008,4210
4302,4008,4211
4455,4008,4212
6382,4008,4213
7269,4008,4214
4179,4009,4215
943,4010,4216
3087,4010,4217
3416,4010,4218
6480,4010,4219
183,4011,4220
1035,4011,4221
2148,4011,4222
5277,4011,4223
6199,4011,4224
1456,4012,4225
3671,4012,4226
3790,4012,4227
3975,4012,4228
5911,4012,4229
7219,4012,4230
7791,4012,4231
1253,4013,4232
2617,4013,4233
745,4014,4234
1138,4014,4235
1349,4014,4236
1829,4014,4237
3398,4014,4238
6542,4014,4239
922,4015,4240
2006,4015,4241
7716,4015,4242
2268,4016,4243
3610,4017,4244
6678,4017,4245
6856,4017,4246
7880,4017,4247
837,4018,4248
5135,4018,4249
13,4019,4250
733,4019,4251
1577,4019,4252
2253,4019,4253
3131,4019,4254
5336,4019,4255
6483,4019,4256
7927,4019,4257
1190,4020,4258
1422,4021,4259
1918,4021,4260
1958,4021,4261
4444,4021,4262
5533,4021,4263
1569,4022,4264
1618,4022,4265
2635,4022,4266
6046,4022,4267
879,4023,4268
2235,4023,4269
2647,4023,4270
5906,4023,4271
6672,4023,4272
6684,4023,4273
4762,4024,4274
1372,4025,4275
4271,4025,4276
4769,4025,4277
488,4026,4278
4023,4026,4279
885,4027,4280
2124,4027,4281
3994,4027,4282
4601,4027,4283
4745,4027,4284
5633,4027,4285
7507,4027,4286
1126,4028,4287
5894,4028,4288
2072,4029,4289
2486,4029,4290
2719,4029,4291
3271,4029,4292
4766,4029,4293
6281,4029,4294
6538,4029,4295
212,4030,4296
4407,4030,4297
317,4031,4298
1897,4031,4299
4871,4031,4300
5593,4031,4301
6058,4031,4302
6575,4031,4303
6963,4031,4304
7060,4031,4305
7588,4031,4306
1454,4032,4307
2880,4032,4308
3969,4032,4309
4970,4032,4310
6754,4032,4311
902,4033,4312
2999,4033,4313
3421,4033,4314
5075,4033,4315
5168,4033,4316
5488,4033,4317
6436,4033,4318
6853,4033,4319
3148,4034,4320
5758,4034,4321
26,4035,4322
1553,4035,4323
2766,4035,4324
124,4036,4325
871,4036,4326
1982,4036,4327
2350,4036,4328
2903,4036,4329
4188,4036,4330
4816,4036,4331
4907,4036,4332
6280,4036,4333
6848,4036,4334
7533,4036,4335
41,4037,4336
1397,4037,4337
5760,4037,4338
28,4038,4339
358,4039,4340
2200,4039,4341
2625,4039,4342
4731,4039,4343
6660,4039,4344
7640,4039,4345
657,4040,4346
3484,4040,4347
5614,4040,4348
103,4041,4349
1859,4041,4350
2584,4041,4351
5575,4041,4352
989,4042,4353
7605,4042,4354
785,4043,4355
2285,4043,4356
2787,4043,4357
3203,4043,4358
7448,4043,4359
7718,4043,4360
525,4044,4361
2836,4044,4362
3443,4044,4363
679,4045,4364
2341,4045,4365
6362,4045,4366
7332,4045,4367
2426,4046,4368
3929,4046,4369
4236,4046,4370
5713,4046,4371
289,4047,4372
2317,4047,4373
4957,4047,4374
6038,4047,4375
3041,4048,4376
3143,4048,4377
4541,4048,4378
5344,4048,4379
4635,4049,4380
5757,4049,4381
7218,4049,4382
6374,4050,4383
1003,4051,4384
1917,4051,4385
5437,4051,4386
5804,4051,4387
903,4052,4388
5877,4052,4389
7488,4052,4390
2638,4053,4391
7495,4053,4392
1729,4054,4393
4393,4054,4394
368,4055,4395
1163,4055,4396
5777,4055,4397
440,4056,4398
2367,4056,4399
2548,4056,4400
7294,4056,4401
6198,4057,4402
1142,4058,4403
6494,4058,4404
503,4059,4405
1785,4059,4406
3544,4059,4407
7473,4059,4408
1267,4060,4409
2352,4060,4410
2503,4060,4411
4952,4060,4412
7894,4060,4413
3339,4061,4414
4929,4061,4415
7559,4061,4416
3635,4062,4417
4290,4062,4418
5080,4062,4419
7377,4063,4420
1135,4064,4421
5379,4064,4422
133,4065,4423
3303,4065,4424
4185,4065,4425
5023,4065,4426
6256,4065,4427
2051,4066,4428
4215,4066,4429
5712,4066,4430
64,4067,4431
1550,4067,4432
2526,4067,4433
3164,4067,4434
3850,4067,4435
4028,4067,4436
7073,4067,4437
7329,4067,4438
5942,4069,4439
7295,4069,4440
7748,4069,4441
3439,4070,4442
3095,4071,4443
7026,4071,4444
7995,4071,4445
69,4072,4446
5498,4072,4447
5594,4072,4448
3412,4073,4449
3613,4073,4450
7420,4073,4451
7575,4073,4452
1847,4074,4453
6410,4074,4454
7984,4074,4455
1212,4075,4456
3891,4075,4457
1224,4076,4458
1978,4076,4459
6725,4076,4460
5220,4077,4461
7729,4077,4462
473,4078,4463
670,4078,4464
3063,4079,4465
6847,4079,4466
7799,4079,4467
6115,4080,4468
3536,4081,4469
4942,4081,4470
7762,4081,4471
456,4082,4472
5205,4082,4473
5688,4082,4474
7570,4082,4475
7988,4082,4476
540,4083,4477
3034,4083,4478
5151,4083,4479
5466,4083,4480
152,4084,4481
3709,4084,4482
5979,4085,4483
6231,4085,4484
4739,4086,4485
2639,4087,4486
1671,4088,4487
3059,4088,4488
219,4089,4489
3069,4089,4490
828,4090,4491
2748,4090,4492
5584,4090,4493
6326,4090,4494
376,4091,4495
4151,4092,4496
5563,4092,4497
6364,4092,4498
1662,4093,4499
2143,4093,4500
5354,4093,4501
6108,4093,4502
6334,4093,4503
6861,4093,4504
5799,4094,4505
6724,4094,4506
7661,4094,4507
2970,4095,4508
4388,4095,4509
6924,4095,4510
2514,4098,4511
2668,4098,4512
5118,4098,4513
5222,4099,4514
5237,4099,4515
6191,4099,4516
6735,4099,4517
1044,4100,4518
2413,4100,4519
6292,4100,4520
7726,4100,4521
2655,4101,4522
5653,4101,4523
5797,4101,4524
7019,4101,4525
5198,4102,4526
7198,4102,4527
3383,4103,4528
4961,4103,4529
4989,4103,4530
7459,4103,4531
3473,4104,4532
5570,4104,4533
7893,4104,4534
3632,4105,4535
4631,4105,4536
3589,4106,4537
2199,4107,4538
3943,4107,4539
6879,4107,4540
7396,4107,4541
663,4108,4542
1612,4108,4543
4075,4108,4544
7631,4108,4545
7932,4108,4546
2709,4109,4547
7035,4109,4548
2245,4110,4549
5486,4110,4550
2430,4111,4551
7834,4111,4552
1680,4112,4553
3794,4112,4554
5574,4112,4555
6315,4112,4556
2812,4113,4557
4220,4113,4558
6197,4113,4559
6826,4114,4560
6943,4114,4561
1060,4115,4562
1907,4115,4563
2256,4115,4564
3683,4115,4565
372,4116,4566
6918,4116,4567
929,4117,4568
4490,4117,4569
1188,4118,4570
3244,4118,4571
6379,4118,4572
6585,4118,4573
6770,4119,4574
7049,4119,4575
1105,4120,4576
1164,4120,4577
3765,4120,4578
5073,4120,4579
7779,4120,4580
4978,4121,4581
451,4122,4582
4962,4122,4583
5809,4122,4584
5932,4122,4585
7147,4122,4586
42,4123,4587
2288,4123,4588
5869,4123,4589
5177,4124,4590
1770,4125,4591
2896,4125,4592
5244,4125,4593
2055,4126,4594
7041,4126,4595
7403,4126,4596
2127,4127,4597
305,4128,4598
3574,4128,4599
3747,4128,4600
5819,4128,4601
7348,4128,4602
415,4130,4603
4771,4130,4604
2318,4131,4605
4030,4131,4606
4247,4131,4607
7328,4131,4608
7838,4131,4609
123,4132,4610
1934,4132,4611
2899,4132,4612
4678,4133,4613
4807,4134,4614
5959,4134,4615
1731,4135,4616
5431,4135,4617
7249,4137,4618
220,4138,4619
2698,4138,4620
2949,4138,4621
6010,4138,4622
6328,4139,4623
6931,4139,4624
1823,4140,4625
7136,4140,4626
1622,4141,4627
5188,4141,4628
998,4142,4629
5262,4142,4630
6608,4142,4631
7484,4142,4632
2498,4143,4633
4949,4143,4634
6642,4143,4635
1007,4144,4636
2178,4144,4637
2696,4144,4638
3190,4144,4639
4019,4144,4640
4502,4144,4641
6118,4144,4642
2856,4145,4643
7580,4145,4644
1092,4146,4645
2325,4147,4646
3506,4147,4647
7047,4147,4648
4289,4148,4649
4701,4148,4650
6904,4148,4651
1408,4149,4652
5042,4149,4653
5100,4149,4654
1129,4150,4655
3930,4150,4656
7165,4150,4657
7939,4150,4658
182,4151,4659
393,4151,4660
3620,4151,4661
4655,4151,4662
4763,4151,4663
5722,4151,4664
3090,4152,4665
4338,4152,4666
4827,4152,4667
7790,4152,4668
3219,4153,4669
4874,4153,4670
5290,4153,4671
7233,4153,4672
743,4154,4673
2771,4154,4674
2904,4154,4675
3108,4154,4676
1465,4155,4677
2390,4155,4678
3150,4155,4679
5241,4155,4680
5950,4155,4681
7014,4155,4682
159,4156,4683
2410,4156,4684
1286,4157,4685
1564,4157,4686
2957,4157,4687
4798,4157,4688
6320,4157,4689
395,4158,4690
1676,4158,4691
1701,4158,4692
3602,4158,4693
787,4159,4694
4454,4159,4695
5668,4159,4696
34,4161,4697
1093,4161,4698
3105,4161,4699
2613,4162,4700
5159,4162,4701
5465,4162,4702
7022,4162,4703
4166,4163,4704
6123,4163,4705
370,4165,4706
4047,4165,4707
5739,4165,4708
7042,4165,4709
7206,4165,4710
7982,4165,4711
5674,4166,4712
6680,4166,4713
6799,4167,4714
868,4168,4715
633,4169,4716
683,4169,4717
3247,4169,4718
5628,4169,4719
1203,4170,4720
5651,4170,4721
6909,4170,4722
2815,4171,4723
6348,4171,4724
485,4172,4725
5972,4172,4726
7676,4173,4727
2091,4175,4728
3328,4175,4729
4251,4175,4730
5019,4176,4731
6843,4176,4732
3133,4177,4733
3433,4177,4734
186,4178,4735
384,4178,4736
4670,4179,4737
2621,4180,4738
3123,4180,4739
5263,4180,4740
359,4181,4741
433,4181,4742
1906,4182,4743
3973,4182,4744
2518,4183,4745
5321,4183,4746
6796,4183,4747
6860,4183,4748
7190,4183,4749
7254,4183,4750
7820,4183,4751
438,4184,4752
917,4184,4753
1621,4184,4754
3208,4184,4755
3381,4184,4756
7437,4184,4757
2412,4185,4758
4474,4185,4759
4503,4185,4760
6553,4185,4761
1078,4186,4762
6831,4186,4763
2681,4187,4764
4406,4187,4765
5656,4187,4766
6533,4187,4767
3172,4188,4768
3842,4188,4769
7151,4188,4770
758,4190,4771
844,4190,4772
2747,4190,4773
3294,4190,4774
5386,4190,4775
6288,4190,4776
7196,4190,4777
4972,4191,4778
5105,4191,4779
5236,4191,4780
7271,4191,4781
3588,4192,4782
3868,4192,4783
4453,4192,4784
6508,4192,4785
6832,4192,4786
6941,4192,4787
349,4193,4788
1867,4193,4789
2462,4193,4790
5714,4193,4791
738,4194,4792
3503,4194,4793
4087,4194,4794
5985,4194,4795
6855,4194,4796
7727,4194,4797
425,4195,4798
2307,4195,4799
4866,4195,4800
4394,4196,4801
4828,4196,4802
5677,4196,4803
1878,4197,4804
4650,4197,4805
1579,4198,4806
7756,4198,4807
1653,4199,4808
2203,4199,4809
3539,4199,4810
39,4201,4811
4899,4201,4812
2196,4202,4813
6073,4202,4814
7260,4202,4815
2164,4203,4816
3505,4203,4817
2604,4204,4818
3700,4205,4819
2521,4206,4820
256,4207,4821
3942,4207,4822
1652,4208,4823
5230,4208,4824
1268,4209,4825
5434,4209,4826
7552,4209,4827
1193,4210,4828
3400,4210,4829
4375,4210,4830
5955,4210,4831
6495,4210,4832
7481,4210,4833
7800,4210,4834
1566,4211,4835
4791,4211,4836
5917,4211,4837
7386,4211,4838
7568,4211,4839
2031,4212,4840
4027,4212,4841
